CUSTOMER_SK,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
381,337,Customer#000000337,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,0,103371651106,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
382,338,Customer#000000338,aiYAeWgI0okGSJv7OgvKqMvPLhxF3blT8josX,23,333026207535,4092.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
383,339,Customer#000000339,jUs1Im28boIduGhp5vbKK50gM5ov7xH9G,24,349925292023,8438.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
384,340,Customer#000000340,WRnPrKQmAmoMQgHQERoVOhyTklcHMajJlc,2,127306814571,4667.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
385,341,Customer#000000341,"4,zQfld2YV9TSeNgCSOvqlxhJvVW8WD",9,198708138585,8247.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
386,342,Customer#000000342,SpDDdUfraEAfCULAuGLE,18,286901199571,7187.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
387,343,Customer#000000343,ejvvSNHIkJVm8I1zpQINNn5yyJbA,3,138779105134,5521.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
388,344,Customer#000000344,"Zasc8,E0VVY",2,128107886699,0.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
389,345,Customer#000000345,"dGFK ICPKxnsAzlX4UYOUf,n200yyEWhIeG",9,192095764513,1937.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
390,346,Customer#000000346,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",2,121008904659,238.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
391,347,Customer#000000347,qRT7WRrnykLDfTc5Ei,1,115198329913,7349.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
392,348,Customer#000000348,ciP7BWkhOe1IbbVGlqJePBI6ZwqENkS,13,239861415327,3310.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
393,349,Customer#000000349,"vjJBjxjW9uoRZP02nS p6XY5wU6Ic,6xHpxUKA",23,338182293473,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
394,350,Customer#000000350,G vBMGVmIOHl7tc4HeNMiMkKY,15,259608093690,19.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
395,351,Customer#000000351,De35Hx1QiyS0uy,7,178734204342,3420.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
396,352,Customer#000000352,HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw,9,199061588420,6258.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
397,353,Customer#000000353,eftGCmL4b5rAKdvUe9biJXzAH,10,207336442244,3199.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
398,354,Customer#000000354,sV3WgvJA06WngO4,2,125451012447,7096.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
399,355,Customer#000000355,205r3Xg9ZWjPZNX1z,14,246567876091,8728.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
400,356,Customer#000000356,9RfNXUJivKTonL2bp1eG5IT,10,204154574421,2934.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
401,357,Customer#000000357,l2C0Xkdib4t4 qKFUcRDOhRQMK7U0,18,284529658560,8747.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
402,358,Customer#000000358,F  z jplpUKWz1Hn7p3ez2qTsiIh,5,154572553822,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
403,359,Customer#000000359,z4lUH9ssc3K2w0UjRIuNRrdqw,14,246085474751,6375.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
404,360,Customer#000000360,"S,6ajyDFO3WUQ0Qr",17,276046461645,6543.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
405,361,Customer#000000361,l0F8jMJVe63cb,20,301642674590,7452.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
406,362,Customer#000000362,UscV00TNrNTDddxF7BTk,17,276516534122,6149.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
407,363,Customer#000000363,2Koh mYARhsVcFn0U2Abt35qIyedAr1TxP,17,274605293937,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
408,364,Customer#000000364,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",23,334926474972,32.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
409,365,Customer#000000365,QiZRz y1xU,24,347086965226,737.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
410,366,Customer#000000366,pPQektSfn55AC7s9SRFkj07I2yXqakvCa,3,139155316826,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
411,367,Customer#000000367,yZaDoEZCqt2VMTVKoZUkf6gJ4yj,13,239393194691,9109.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
412,368,Customer#000000368,9p ReFA4fseKWYUaUHi,22,325525964994,85.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
413,369,Customer#000000369,"ge1XhgI3ADIkvLr5GPMqpup,hzlTVv",8,183336449832,2881.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
414,370,Customer#000000370,oyAPndV IN,12,225242808721,8983.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
415,371,Customer#000000371,dnxjCYwhuSHx 9KX38nV0R16fG,22,321193462028,7789.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
416,372,Customer#000000372,aKPMNZfbgV0neVIBo,19,292263396392,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
417,373,Customer#000000373,"2hrQ wHkbaNlJCzY,mVkugMIE 8ryNlaA3JHDTjJ",20,308831704010,2354.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
418,374,Customer#000000374,"fg4eklU1,UaFOan",22,322827233627,6719.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
419,375,Customer#000000375,e53JADEeGvM1ikhN7aa,15,255752739756,5562.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
420,376,Customer#000000376,4NwsvFQU T4mSgzvU1Rx2ZtHOGyaNyhe,16,264379528986,4231.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
421,377,Customer#000000377,"PA4levhyD,Rvr0JHQ4QNOqJ9gW YXE",23,332606104079,1044.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
422,378,Customer#000000378,"133stqM9 LT,a2BSlbm49 nXreFggaZgW6P6J",22,321477934825,5718.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
423,379,Customer#000000379,"t3QzCf,q1NbshmjOIUY",7,172285509246,5348.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
424,380,Customer#000000380,n2w3Jd1bipwICbOVgrELzcNRexmWSklo,21,315384934229,2755.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
425,381,Customer#000000381,w3zVseYDbjBbzLld,5,158602087093,9932.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
426,382,Customer#000000382,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",8,189426506657,6269.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
427,383,Customer#000000383,iBIHYgXvVDpu6qq7FlqXVcAIDAzv4qs,2,128689209034,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
428,384,Customer#000000384,kDDMb3ML nUSu2Sn7CUHyZVedAFUx9,9,192714538361,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
429,385,Customer#000000385,zJvPI24TSPpiFzYfu3RvTKQ9,3,137416756890,2457.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
430,386,Customer#000000386,DeQxsCxixT8RQ7JV6mddRYGDGQ2WM94,24,341931431425,232.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
431,387,Customer#000000387,Yj 9g1mNu00rKRkc1ovOmptsPI,18,286943633673,3404.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
432,388,Customer#000000388,dV4lqEufXkF8R,7,178568146352,1938.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
433,389,Customer#000000389,"ij8KNM0,HRvIvnvY w8jQK4zvr1EOO9YM",9,192649431253,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
434,390,Customer#000000390,"Nsc3VZZnVsw0mLAnqqzVz,",4,148122536693,8862.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
435,391,Customer#000000391,q10SV05KB1038lzUR8P,11,216044514462,4801.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
436,392,Customer#000000392,H7M6JObndO,17,276017932507,8492.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
437,393,Customer#000000393,RSELskV44I3LFA9VLGY2Qe,20,307499495915,3594.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
438,394,Customer#000000394,"nxW1jt,MQvImdr z72gAt1bslnfEipCh,bKZN",23,334226006936,5201.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
439,395,Customer#000000395,b06rg6Cl5W,15,258043886600,4582.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
440,396,Customer#000000396,miE7JrCdGpQkF4zYJ27tBdSu IYhQ HXx0,22,329029364845,1434.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
441,397,Customer#000000397,EzR2BKJ85SmBDS,7,171033578777,709.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
442,398,Customer#000000398,cq9NmtIT4b6JB8L79iLzljlHs4 3,15,251102153747,8866.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
443,399,Customer#000000399,ZBvzMa6N1wdCGaPmG13xVusIxdjSiA94jTXN,8,188826645454,7359.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
444,400,Customer#000000400,U23zy17EPxqmJn7neVc,14,245227461247,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
445,401,Customer#000000401,"aKALIG526OK4veQfUh2KmKcE,oRyg",19,296677665291,4146.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
446,402,Customer#000000402,"8Cw4p1m1gKYVUgomkAq,es1ZtrnmHaO",6,169507291638,2107.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
447,403,Customer#000000403,"9,BVYegfkFLsEMDkeVW",14,247534331769,6693.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
448,404,Customer#000000404,2orgvLJ05jOvM292mhkS7iJmHG0jk,22,328407851776,7409.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
449,405,Customer#000000405,mCQNH1rJtqjjQ9Piauc2bZr4pRFydscZtbD9d,10,205093017901,7519.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
450,406,Customer#000000406,j1fOG9WsIr2JI6Yi9jgJ M,9,194266934043,4287.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
451,407,Customer#000000407,cfCP9bE3HnI,1,119754548499,9537.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
452,408,Customer#000000408,"TBjb3m,3aea4JtP833HD4VDk7STz2Y9FB",10,201778075661,6825.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
453,409,Customer#000000409,mtrMiDvQxNsy1Cj0cU4ITEW5wGKLPQ2IPHNE9r4,11,214664124731,3970.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
454,410,Customer#000000410,"nYak2u Q9,gYUiLfh1N",7,175763455940,4349.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
455,411,Customer#000000411,"V3e,FX5x50scsQDzt5,ESxfOQBt4OzjHRoTZxF",18,284839241955,1209.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
456,412,Customer#000000412,"5IN2Y,QrhDJ2YBVGKiDbMpzi2hk1fmozIy2zQ",22,329403183191,6044.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
457,413,Customer#000000413,",4Jm5N0ruhJCB7cBR6Kw",6,161582857336,5818.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
458,414,Customer#000000414,i49DWI61AFb 45vb1RMH,19,295523802475,528.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
459,415,Customer#000000415,"334jCRiUb,gx3",23,333468762972,2318.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
460,416,Customer#000000416,fm7H7k6sYhKfXttOT,12,226511464780,4365.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
461,417,Customer#000000417,X3LMSpIn4FgjgJxldHVUlUvKzyX,11,217943645100,6188.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
462,418,Customer#000000418,",e0q82drO rgVHXHrJRQ0GDrRoUOl",5,158265081218,1211.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
463,419,Customer#000000419,gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj,16,263384472399,7787.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
464,420,Customer#000000420,HV0YB82MWw93 9K,20,307763665869,1999.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
465,421,Customer#000000421,it3mUlkZAe9J8gmy,13,239182282560,7073.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
466,422,Customer#000000422,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,9,192992472444,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
467,423,Customer#000000423,Y2B EbOg39GpFLS0n,13,232015017824,96.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
468,424,Customer#000000424,"i4cf3kmRE9IJr,cu,1",19,298913116778,1866.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
469,425,Customer#000000425,lp3aCRBK11qFY,16,267564074828,5825.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
470,426,Customer#000000426,GjFjM4zjbyhNrV6XlE,19,297683306311,7818.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
471,427,Customer#000000427,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,2,121243093821,4377.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
472,428,Customer#000000428,"TCVjlzbX7x,kWcHN33LRdEjO38mAGmPR",21,315875578211,1952.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
473,429,Customer#000000429,"kZBtY,LQAFu4iaSagjfIk8Q8dzgmT",15,259899361954,9247.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
474,430,Customer#000000430,"s2yfPEGGOqHfgkVSs5Rs6 qh,SuVmR",3,134066114228,7905.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
475,431,Customer#000000431,RNfSXbUJkgUlBBPn,6,163269046643,2274.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
476,432,Customer#000000432,FDConiq g20GI9dH QTM ZNX4OB9KU,23,333079129016,5716.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
477,433,Customer#000000433,7XFuE4 euQR0w,20,306594453595,8746.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
478,434,Customer#000000434,6LGAf2hv4MB5MJhfvNsg,3,133254431474,2940.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
479,435,Customer#000000435,diwjNQSb3wLYLy WfCDATo5rc1I3 s,2,127413096377,6217.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
480,436,Customer#000000436,4DCNzAT842cVYTcaUS94kR0QXHSRM5oco0D6Z,19,299276876390,5897.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
481,437,Customer#000000437,0PM1xuHd0q2ElcJp 77F2MykOVBSQnZR8u3jkn,4,143644928498,7761.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
482,438,Customer#000000438,"eqo9A9oaE2CA7 7,L",23,333943884375,2131.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
483,439,Customer#000000439,3deBblz2syRv8yMf0yAVKkE4mDH20uDRj4tJVHUm,14,248733686801,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
484,440,Customer#000000440,"w4fKMgiBuGmV,nLn7NgJl1DoUWwNQMV8z  5,R",3,132444805751,1809.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
485,441,Customer#000000441,gjYpcBx6MP8GvDa6,23,334383553491,9452.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
486,442,Customer#000000442,rvgayfJFLO2cjzMA,1,112405238711,4157.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
487,443,Customer#000000443,UdyNGZ6GSz5aNpMO5N2,3,132411311632,3726.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
488,444,Customer#000000444,D8l4G8i9aZ7KRbqp6ajvR8h1wjr,1,114023001949,1505.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
489,445,Customer#000000445,MX1UA0KUJzIGyWM p2hbLg5dCpVLws8KNcwEsP,20,308498466070,8019.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
490,446,Customer#000000446,"mJOJwYfch izLCuw70,qhlJSmH",24,343211685681,9226.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
491,447,Customer#000000447,hVZBzP8Pii,3,134383447007,7666.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
492,448,Customer#000000448,BH4vtnDpabk0NgoGNJWu4OUXnidfJ,24,349854226009,8117.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
493,449,Customer#000000449,DiUXazp8EYcJFsX2a7nciEpo9W5BRB4iqdb9HWL,4,148933816454,3002.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
494,450,Customer#000000450,KVpuYa4dDW8lZZVBttyK614C2qdS,9,197823979006,5544.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
495,451,Customer#000000451,"ZJKTC1Ck,B01fYZ xdN2",20,309392753248,2111.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
496,452,Customer#000000452,",TI7FdTc gCXUMi09qD",6,163359749174,6634.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
497,453,Customer#000000453,"PZ4mmWL7R,El0MtLWMfLXp120lo0,itmO",8,182093818571,5678.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
498,454,Customer#000000454,d9oQCm3onNsFlIoteVjFcQDv,7,178189159400,6134.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
499,455,Customer#000000455,"sssuscPJ,ZYQ8viO",6,168632259454,6860.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
500,456,Customer#000000456,IgUSuulguDJ5,0,107849717777,8816.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
501,457,Customer#000000457,eaAWe Vqr0x17Uwj1uzQRb wQpXxZVDWS3Wg,20,305436842857,5868.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
502,458,Customer#000000458,iIKwI3HrgNlD9,4,146517064016,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
503,459,Customer#000000459,CkGH34iK 9vAHXeY7 wAQIzJa1cmA8DAEA7m,6,169276628584,1208.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
504,460,Customer#000000460,"Gbx5Hnw,ctlI7",11,216439556555,5223.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
505,461,Customer#000000461,5vxNLzSASzkbrUr8CRf5,21,315332264307,9178.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
506,462,Customer#000000462,MSqsCvNEkowp7FnscRXP6OUWm,21,311575614106,4523.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
507,463,Customer#000000463,"LV7MN7Tkm2NSo4Q3lwvjxGQyRJjRZRf,M",8,181672145805,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
508,464,Customer#000000464,"kAALP9gEt3,G9XtxCXjv38HjKBEP",9,192699719738,8731.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
509,465,Customer#000000465,gngnTNn7azjgQlQJnakTZto,2,121378381346,8433.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
510,466,Customer#000000466,"ZI1c8,ZanegEu5CEQxNf5,bkuYPwn7H7JIK7",12,222807383240,3168.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
511,467,Customer#000000467,amwRkh0nDQ6r6MU,11,214495815158,9399.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
512,468,Customer#000000468,IcbihAtOVWcnswfyE,10,204899605023,9834.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
513,469,Customer#000000469,JWOULMa5Qtt,12,224069886460,6344.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
514,470,Customer#000000470,v9 gWSuP4WrOjNJRgyJtjbNCChQME,20,305074584433,3598.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
515,471,Customer#000000471,tGr0DtrK 91IgzfeZrSPpPIia3,4,145741181005,5717.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
516,472,Customer#000000472,hWgfnsmTAEOx9Mqp87YwztGrgLLqNkjMPh4,12,229404781933,7930.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
517,473,Customer#000000473,zO3W9pYj PvlsQGe,9,192096475704,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
518,474,Customer#000000474,"mvEKw,6zT0V8Yb2yTG hu990UX",21,312475366143,9165.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
519,475,Customer#000000475,JJMbj6myLUzMlbUmg63hNtFv4pWL8nq,14,244854229361,9044.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
